emission rate,date,"Latitude, Longitude"
925.282451,2020-08-03 6:36:31,"(36.499051651963114, 61.69884116981137)"
3023.004127,2020-09-12 6:36:31,"(36.503403801539754, 61.684699276164686)"
498.2835162,2017-10-29 10:21:19,"(31.74672292962763, 6.128844571684737)"
1090.840457,2017-10-31 10:11:41,"(31.75033676385856, 6.129155062980993)"
3154.729163,2017-12-10 10:14:11,"(31.746258326664183, 6.1322355880986175)"
2592.425345,2017-12-10 10:14:11,"(31.714397609046216, 6.126888452821862)"
1310.231359,2018-08-07 10:10:21,"(31.737933451984727, 6.114977459737931)"
348.9629205,2018-10-04 10:20:19,"(31.740988662415987, 6.1224797170894965)"
3447.249261,2018-10-06 10:10:21,"(31.73822822684904, 6.1200328544967135)"
1592.219961,2018-11-08 10:22:31,"(31.71313133690978, 6.126716567026301)"
1554.352078,2018-11-10 10:12:39,"(31.711533153666583, 6.127820703923898)"
2462.836877,2018-11-28 10:23:51,"(31.712804177747373, 6.128203422589552)"
2925.526412,2018-11-30 10:13:49,"(31.715284426790767, 6.126228168834382)"
1494.612861,2018-12-03 10:23:59,"(31.714184101388682, 6.125418262927876)"
349.6011973,2019-04-07 10:20:21,"(31.730919438913837, 6.188415002060566)"
2410.954335,2020-02-28 10:10:21,"(31.683218656144778, 6.184371371168667)"
6542.307416,2019-12-10 10:14:11,"(28.63596778035427, 7.537112117588534)"
7912.485023,2019-12-12 10:03:19,"(28.636150459000394, 7.537314173535269)"
9701.771962,2020-10-12 17:32:59,"(31.75122015406054, -103.50740610687785)"
7705.968925,2020-12-01 17:37:09,"(31.75484015533497, -103.50840375235258)"
1051.849368,2020-03-04 10:10:19,"(31.68321053468039, 5.864557403275511)"
5604.288269,2018-06-17 7:16:21,"(39.519523695563045, 53.782991629277184)"
12946.63561,2019-08-28 7:06:21,"(39.52041051971372, 53.77604813691763)"
21036.36288,2020-09-09 7:16:19,"(39.52212486885214, 53.77216162297233)"
12755.22514,2020-06-19 10:00:29,"(29.791818076828267, 9.172894683042706)"
6206.580678,2019-01-26 17:36:11,"(31.722140763764802, -103.79409641941976)"
8966.762002,2019-02-25 17:33:11,"(31.74162437219215, -103.79384400508162)"
21091.05801,2021-09-07 17:28:59,"(31.728553125997333, -103.7853582958399)"
7110.471575,2018-01-20 7:12:09,"(38.49382195046158, 54.19755816081287)"
27523.1294,2018-04-10 7:06:19,"(38.51420033278491, 54.18323630191724)"
6113.740009,2018-05-20 7:06:19,"(38.49362419417999, 54.189311723423586)"
11480.60664,2018-05-20 7:06:19,"(38.493570579111925, 54.19458725810579)"
3126.356497,2018-05-25 7:06:21,"(38.49398551949578, 54.19686397344442)"
15749.44911,2018-06-04 7:06:21,"(38.49434557263813, 54.19685001092749)"
30541.03287,2018-06-14 7:06:21,"(38.49382743541586, 54.19778722967199)"
5372.377854,2018-06-19 7:06:19,"(38.492267496116675, 54.200369742145746)"
14483.62927,2018-06-24 7:06:21,"(38.495240218353146, 54.19658603038504)"
18765.98168,2018-06-29 7:06:19,"(38.49473853787626, 54.19821047818949)"
2348.203324,2018-06-29 7:06:19,"(38.50994135170973, 54.17101844769029)"
1816.629438,2018-07-09 7:06:19,"(38.49383291992279, 54.198016298593416)"
21728.04889,2018-07-14 7:06:21,"(38.49802288136111, 54.19991752225634)"
6471.002482,2018-07-29 7:06:19,"(38.49625998808922, 54.19402429788293)"
5068.506307,2018-08-13 7:06:21,"(38.49944665049131, 54.19917446227484)"
7151.75767,2018-08-13 7:06:21,"(38.4940184307744, 54.19823838982421)"
5641.144683,2018-08-28 7:06:09,"(38.49828420228055, 54.19578007584691)"
26264.77411,2018-09-07 7:06:09,"(38.497662827499525, 54.19993147134068)"
2969.869816,2018-09-27 7:06:39,"(38.49475498789806, 54.19889769404473)"
23229.72051,2018-12-26 7:13:09,"(38.49485821305525, 54.195683707198306)"
10696.52689,2019-02-04 7:11:09,"(38.49347835037852, 54.19825932289613)"
19038.2381,2019-02-14 7:10:09,"(38.495251191955695, 54.19704417676608)"
11639.84551,2019-02-24 7:08:59,"(38.494192973429904, 54.19800234188789)"
14665.09529,2019-03-06 7:07:49,"(38.49319954394985, 54.19414309899894)"
12095.29471,2019-03-11 7:07:11,"(38.49604258479481, 54.19999423913797)"
3099.442819,2019-03-16 7:06:39,"(38.49561673127619, 54.1972592889354)"
3062.6893,2019-05-30 7:06:21,"(38.49383291992279, 54.198016298593416)"
4486.021272,2019-06-19 7:06:31,"(38.495273133792395, 54.19796047027604)"
9981.798827,2019-11-26 7:12:31,"(38.518633611523775, 54.20278838005765)"
1640.395181,2019-12-01 7:12:39,"(38.518846497842006, 54.20415630276325)"
892.6544759,2019-12-01 7:12:39,"(38.500756165976256, 54.20118744406377)"
4519.235785,2019-12-16 7:13:11,"(38.51623298441588, 54.200358470615555)"
9198.524744,2019-12-21 7:13:09,"(38.519719249687164, 54.20297569526802)"
30009.21248,2019-12-21 7:13:09,"(38.49506019185355, 54.196593012555034)"
21489.17712,2020-03-05 7:07:51,"(38.494329110748666, 54.19616280016688)"
11235.68221,2020-04-14 7:06:21,"(38.49376158643996, 54.19503840747623)"
9184.514949,2020-04-29 7:06:19,"(38.49440041652515, 54.19914071751346)"
1059.254565,2020-05-09 7:06:19,"(38.50713016037049, 54.166542073805736)"
750.4702914,2020-05-29 7:06:19,"(38.50788047388139, 54.19770091572364)"
1684.259,2020-06-03 7:06:31,"(38.50779263135027, 54.19403510951932)"
1306.44273,2020-06-08 7:06:29,"(38.50905830496211, 54.19421528257887)"
4317.875526,2020-06-13 7:06:31,"(38.508977089787905, 54.198346369789114)"
874.6156057,2020-06-13 7:06:31,"(38.494203941242326, 54.19846048219236)"
3576.30327,2020-06-23 7:06:31,"(38.50541556537471, 54.20765721361849)"
2821.413096,2020-06-23 7:06:31,"(38.492796617507196, 54.19989069353298)"
2326.011492,2020-07-18 7:06:19,"(38.50612408624804, 54.19960360199904)"
5703.804811,2020-07-23 7:06:31,"(38.4975640971147, 54.19580801521743)"
1007.94795,2020-07-28 7:06:29,"(38.514133411308876, 54.2105310913131)"
1075.061493,2020-08-02 7:06:31,"(38.51302436295634, 54.19429058223383)"
3629.397724,2020-08-07 7:06:29,"(38.507891446141606, 54.1981591426218)"
1232.745558,2020-08-12 7:06:31,"(38.509381012270495, 54.20016535417129)"
20785.1632,2020-10-01 7:07:21,"(38.49822482910308, 54.20082688077009)"
11810.35003,2020-10-11 7:08:31,"(38.49381646505996, 54.197329092016055)"
11075.3399,2020-11-25 7:12:29,"(38.48716527114974, 54.190479864269165)"
36282.60115,2020-12-20 7:13:11,"(38.49381097921099, 54.197100023281564)"
12044.87441,2019-08-24 7:26:21,"(30.36276342253434, 47.33206293297301)"
3244.026208,2019-10-06 10:10:29,"(31.749304386129204, 6.0092571331781075)"
457.2475642,2019-10-09 10:20:29,"(31.745825859787868, 6.01146585070894)"
5250.601327,2020-10-08 10:20:31,"(31.69169844722576, 6.020260176877968)"
946.0847797,2020-10-10 10:10:29,"(31.690977673158574, 6.020236811044189)"
5965.350043,2017-10-10 7:23:01,"(39.45986633844858, 53.605126794215835)"
1758.112493,2017-10-20 7:19:21,"(39.46425233372933, 53.61040430678023)"
3216.577144,2017-10-25 7:19:39,"(39.45784439202109, 53.60691079477762)"
721.9621137,2017-10-30 7:23:01,"(39.45671733703817, 53.60896054301892)"
8806.617511,2017-11-16 7:13:01,"(39.460359545406774, 53.60723711880153)"
8503.938211,2018-03-19 7:16:11,"(39.45751558594439, 53.60550396128808)"
306.6163579,2018-04-20 7:06:19,"(39.455642395193976, 53.60868796988201)"
8027.948173,2018-04-25 7:07:31,"(39.45873410240549, 53.60740886683596)"
100.3428281,2018-04-28 7:16:21,"(39.45704088513109, 53.61059960422558)"
4597.757064,2018-05-18 7:16:21,"(39.45430919847988, 53.61189200047456)"
645.9086176,2018-05-20 7:06:19,"(39.46091004230898, 53.6067927955971)"
3550.699641,2018-05-23 7:18:09,"(39.4566414795591, 53.60430923332961)"
4067.678476,2018-05-25 7:06:21,"(39.459114991529226, 53.60649335925388)"
4288.05253,2018-06-22 7:16:19,"(39.455882437215294, 53.61404262067842)"
2291.319022,2018-06-24 7:06:21,"(39.45546236938942, 53.608681246115694)"
662.0995374,2018-06-27 7:16:21,"(39.45285333792376, 53.61253479606303)"
855.0181598,2018-06-29 7:06:19,"(39.4569182115, 53.60803834796471)"
2432.459885,2018-07-04 7:07:31,"(39.45742179818733, 53.609684137141336)"
2390.826544,2018-07-07 7:16:21,"(39.45393870957567, 53.612342976023065)"
1896.270793,2018-07-09 7:06:19,"(39.454653590949896, 53.612602129460285)"
2018.638045,2019-09-25 7:16:29,"(39.477336722857984, 53.64530245430495)"
3829.954039,2019-10-02 7:07:19,"(39.47279351181181, 53.639085884534275)"
1818.020153,2019-10-22 7:09:29,"(39.46400309592392, 53.668971673436744)"
254.3530514,2020-05-09 7:06:19,"(39.4614455161364, 53.670500979472244)"
1162.742771,2020-05-27 7:16:21,"(39.4666299216127, 53.66442299114864)"
1596.056261,2018-11-22 6:41:51,"(36.513425694571026, 61.538908727614654)"
4728.19501,2019-01-16 6:42:19,"(36.554456949645235, 61.562493801875156)"
1242.370388,2019-01-21 6:42:01,"(36.55122599752195, 61.56367091392802)"
1357.121028,2019-06-05 6:36:39,"(36.548377020988966, 61.566628415152245)"
1282.484482,2019-06-20 6:36:31,"(36.550157976805686, 61.564807927424134)"
1176.15631,2019-06-25 6:36:39,"(36.549434305130475, 61.56459786240554)"
2145.106252,2019-06-30 6:36:31,"(36.550144524914955, 61.56369092926711)"
2972.105564,2019-09-18 6:36:31,"(36.573807309424474, 61.53777178518971)"
4521.237727,2019-09-18 6:36:31,"(36.55161069548354, 61.56567487645372)"
1922.957942,2019-09-23 6:36:29,"(36.57326658140015, 61.53778198179222)"
2734.719005,2019-09-23 6:36:29,"(36.55125289189893, 61.56590494208797)"
2912.778877,2019-09-28 6:36:31,"(36.572725853324194, 61.537792178122864)"
3371.519884,2019-09-28 6:36:31,"(36.54908456926302, 61.56549811606276)"
1815.586422,2019-10-03 6:37:09,"(36.55971536786307, 61.580051070961886)"
2063.907092,2019-10-08 6:37:51,"(36.55015259730448, 61.56436112807242)"
1588.847042,2019-10-23 6:39:29,"(36.5743535196623, 61.53820852175417)"
3711.313878,2019-11-07 6:40:51,"(36.550682569558205, 61.56345752063326)"
1976.362548,2019-11-17 6:41:41,"(36.546956526876386, 61.568442170171274)"
3116.658087,2020-03-01 6:38:09,"(36.55195236150859, 61.56410437931814)"
6327.184557,2020-03-06 6:37:31,"(36.550868197961066, 61.563900987472095)"
1633.479622,2020-03-11 6:36:49,"(36.55157841176813, 61.562994030930454)"
2019.008229,2020-05-30 6:36:29,"(36.54886665127738, 61.56237390410946)"
1874.924846,2020-06-09 6:36:29,"(36.5497894159412, 61.56414439790991)"
2205.823436,2020-07-19 6:36:29,"(36.54966021508415, 61.56839230111059)"
2546.592447,2020-08-03 6:36:31,"(36.55016335463344, 61.56525472689434)"
1971.878579,2020-08-13 6:36:31,"(36.54996697065771, 61.56391766410691)"
2229.114753,2020-08-18 6:36:29,"(36.54867023559811, 61.56103687193903)"
1315.516481,2020-08-28 6:36:29,"(36.549434305130475, 61.56459786240554)"
2462.385168,2020-09-02 6:36:31,"(36.54998848517505, 61.565704857603436)"
1636.624785,2020-09-07 6:36:29,"(36.54996697065771, 61.56391766410691)"
796.0398229,2020-09-12 6:36:31,"(36.54960917044006, 61.56414773259992)"
1309.391038,2020-09-27 6:36:39,"(36.54981898670443, 61.56660178407961)"
861.1882034,2020-10-02 6:37:11,"(36.54908188108209, 61.5652747193936)"
1237.415872,2020-10-07 6:37:49,"(36.54979210628418, 61.56436779650452)"
1827.252623,2020-11-01 6:40:31,"(36.55196849855661, 61.565444808656856)"
1925.311063,2020-11-06 6:40:49,"(36.5546452748536, 61.56316070000048)"
7610.888334,2020-11-11 6:41:21,"(36.521203512367656, 61.58589269542048)"
1472.54625,2020-12-06 6:42:49,"(36.55033015241032, 61.5641343936621)"
3460.394035,2021-03-01 6:38:11,"(36.55089240070131, 61.56591160361764)"
1844.370335,2021-03-11 6:37:01,"(36.55159456115672, 61.56433445315864)"
2313.689633,2021-04-05 6:36:29,"(36.55033015241032, 61.5641343936621)"
956.0997618,2021-04-10 6:36:21,"(36.55033015241032, 61.5641343936621)"
2242.295387,2021-04-20 6:36:21,"(36.548366274403044, 61.565734836355126)"
720.1875158,2021-04-25 6:36:19,"(36.55122330578317, 61.56344751127501)"
1597.612049,2021-05-10 6:36:31,"(36.550149906926336, 61.56413772844101)"
3092.110196,2021-05-20 6:36:31,"(36.54928630541421, 61.56728196313787)"
4581.997111,2019-07-20 17:29:09,"(32.22406709333463, -103.49166369052024)"
12318.00048,2021-04-20 6:36:21,"(38.58893503291566, 62.68136648166197)"
2727.266844,2021-08-03 6:36:29,"(38.59673135866156, 62.77963091001455)"
63786.08112,2018-11-27 17:36:41,"(31.88088446034548, -103.86942256660652)"
8976.329452,2020-08-13 17:28:59,"(31.881436472196253, -103.81126726644358)"
1004.614506,2018-04-19 10:10:31,"(31.73714149815436, 5.927623606984689)"
1839.534869,2018-04-22 10:20:31,"(31.73752130198541, 5.926791494245059)"
4478.760716,2018-04-24 10:10:29,"(31.739274890626596, 5.928956891622849)"
3892.761566,2018-04-27 10:20:19,"(31.73886110183685, 5.931265078270807)"
6728.916062,2018-04-29 10:10:31,"(31.737667574832205, 5.928273219175834)"
1501.264667,2018-05-04 10:10:29,"(31.738924176274786, 5.928523805632475)"
3092.954343,2018-05-07 10:20:19,"(31.738782754573357, 5.926831192912789)"
3791.108153,2018-05-09 10:10:31,"(31.734637980678464, 5.926700763779237)"
5570.320369,2018-05-12 10:20:31,"(31.739810661346404, 5.929184788138026)"
3542.857489,2018-05-19 10:10:31,"(31.736264695250924, 5.92654093628527)"
5362.699874,2018-05-29 10:10:31,"(31.73744371246479, 5.930165321431078)"
583.918091,2018-06-03 10:10:19,"(31.739834911146435, 5.928130440802788)"
1857.521262,2018-06-06 10:20:19,"(31.733094482013914, 5.931083343751903)"
2978.784235,2018-06-08 10:10:21,"(31.73564649387112, 5.9298976884779915)"
7017.295247,2018-06-11 10:20:21,"(31.737619067114032, 5.9303818632055965)"
1964.07271,2018-06-16 10:20:19,"(31.73786232774643, 5.927646297741024)"
3704.279305,2018-06-21 10:20:21,"(31.738583157242335, 5.927668989310329)"
2968.077717,2018-06-23 10:10:29,"(31.739976314265167, 5.929823073376185)"
5075.953819,2018-06-26 10:20:19,"(31.73861593014241, 5.918385143924228)"
3140.329639,2018-06-28 10:10:31,"(31.739303986642053, 5.927691681692635)"
2900.862959,2018-07-01 10:20:21,"(31.739250634370496, 5.930011231833407)"
7.184725606,2018-07-01 10:20:21,"(31.74943013165377, 5.9343418642996975)"
1654.86772,2018-07-03 10:10:29,"(31.738549707178482, 5.936952772205991)"
6351.39826,2018-07-06 10:20:19,"(31.738398101581577, 5.927874182754633)"
3539.928836,2018-07-16 10:20:19,"(31.73672288445252, 5.930142611538245)"
7044.133296,2018-07-21 10:20:21,"(31.74841690814125, 5.9313553022638645)"
2889.372914,2018-07-23 10:10:19,"(31.73958678298677, 5.931076930298788)"
5539.848942,2018-08-15 10:20:19,"(31.739226369408446, 5.931065570772613)"
3342.051206,2018-09-14 10:20:19,"(31.75521130355217, 5.933891206666183)"
1776.903491,2020-02-11 10:21:41,"(31.737341087237844, 5.903151839253589)"
146.5504905,2020-02-11 10:21:41,"(31.741154366518234, 5.902004716639678)"
60.43226866,2020-02-11 10:21:41,"(31.738105186452522, 5.901276506188563)"
2286.487449,2021-06-04 6:36:29,"(38.75061000923576, 62.87099360945572)"
31809.59353,2020-01-06 17:37:19,"(32.25885345330828, -103.9741079417993)"
16475.3177,2020-01-11 17:37:01,"(32.25885345330828, -103.9741079417993)"
8648.063378,2020-11-26 17:36:51,"(32.264964595358315, -103.97127879242056)"
1924.354576,2021-08-23 6:36:29,"(38.675991215361265, 62.869978036617596)"
1275.40431,2021-08-28 6:36:31,"(38.6745495769053, 62.87021056375017)"
7135.394899,2019-09-26 17:41:01,"(40.68688985609704, -104.22306456821809)"
164.3344556,2021-05-15 7:26:21,"(30.69290374060185, 46.48523950799184)"
3311.447844,2021-05-30 7:26:19,"(30.695989840730178, 46.483616332218396)"
1834.085235,2021-05-10 6:36:31,"(36.40168656717148, 61.54211886966888)"
62843.70113,2020-09-21 7:06:31,"(45.09172938125002, 55.081952877098296)"
1278.500866,2018-04-26 6:36:31,"(36.49753196672923, 61.61200268625397)"
1383.945842,2018-05-21 6:36:29,"(36.55033284280604, 61.56435779381191)"
2008.631847,2018-05-21 6:36:29,"(36.506799933371056, 61.618313673080166)"
1023.865498,2018-05-26 6:36:31,"(36.55286703761053, 61.56520474098169)"
510.5850357,2018-06-05 6:36:31,"(36.51123101121569, 61.61175807775003)"
3624.651107,2018-06-15 6:36:31,"(36.5697667887802, 61.5914893995322)"
1250.996893,2018-06-25 6:36:31,"(36.51146315844958, 61.61622072030149)"
798.1474434,2018-06-25 6:36:31,"(36.492397350974095, 61.65161579960766)"
2139.275012,2018-07-05 6:36:31,"(36.511473517768636, 61.617113894108876)"
746.8795524,2018-09-08 6:36:19,"(36.55121522805659, 61.562777303493945)"
294.7824388,2018-09-13 6:36:21,"(36.54925674903625, 61.56482459309817)"
1213.230125,2018-09-18 6:36:19,"(36.54962261788352, 61.56526472327723)"
1554.105666,2018-10-03 6:37:11,"(36.5699734206, 61.59372072012785)"
863.2725799,2019-06-20 6:36:31,"(36.550157976805686, 61.564807927424134)"
776.1793077,2019-06-25 6:36:39,"(36.549434305130475, 61.56459786240554)"
1027.312118,2019-06-30 6:36:31,"(36.54995620335845, 61.56302406806992)"
1696.711529,2019-09-18 6:36:31,"(36.55304190470643, 61.56475459229013)"
1727.535086,2019-09-23 6:36:29,"(36.55195774219814, 61.56455118897919)"
2265.733133,2019-09-28 6:36:31,"(36.55015259730448, 61.56436112807242)"
3396.077911,2019-11-07 6:40:51,"(36.551395473400675, 61.56277396542659)"
2160.262027,2020-07-19 6:36:29,"(36.55107533342204, 61.56613167532806)"
2691.938229,2020-09-02 6:36:31,"(36.55016066592875, 61.56503132714442)"
3707.631545,2020-09-02 6:36:31,"(36.51369378390433, 61.57597883587342)"
837.7915547,2019-07-06 10:20:31,"(31.93201997653747, 6.08524366823334)"
698.8637424,2019-07-23 10:10:31,"(31.92210874946239, 6.085556576862205)"
1976.962575,2019-08-07 10:10:29,"(31.923189975120053, 6.0855224488585)"
23653.87955,2020-04-06 16:09:01,"(33.57223224806955, -84.25270104624363)"
1638.538201,2018-01-23 7:21:59,"(39.380880248144656, 53.82413850727824)"
966.024813,2018-04-10 7:06:19,"(39.38809646150713, 53.831163028524855)"
2708.954985,2018-04-18 7:16:21,"(39.37983928626653, 53.82990052410111)"
3552.235625,2018-04-18 7:16:21,"(39.35513977687568, 53.87462215035569)"
2893.389835,2018-04-20 7:06:19,"(39.383134873253994, 53.83514147017568)"
2169.337549,2018-04-25 7:07:31,"(39.379197617189774, 53.83405343064289)"
5213.618585,2018-04-25 7:07:31,"(39.35531403421117, 53.87486137420601)"
3956.234108,2018-04-28 7:16:21,"(39.355494022976, 53.87486875718127)"
6294.720802,2018-05-08 7:16:21,"(39.35552840511306, 53.87347770342078)"
2056.825633,2018-07-04 7:07:31,"(39.38171188463555, 53.834387355788486)"
4479.733354,2018-07-04 7:07:31,"(39.35570266485026, 53.87371692595398)"
2918.68777,2018-09-17 7:06:09,"(39.38041233522552, 53.8359598842416)"
1712.954102,2018-09-20 7:16:09,"(39.38041799219714, 53.83572795182759)"
2502.420843,2018-09-20 7:16:09,"(39.353142705054054, 53.875236452294025)"
10497.29531,2019-02-24 7:08:59,"(39.354385426917915, 53.87598365216831)"
968.3666819,2019-10-07 7:07:51,"(39.38027192997715, 53.834329070544726)"
4281.66684,2019-10-27 7:10:01,"(39.35628845351186, 53.87188430606293)"
3782.897684,2020-12-10 7:13:01,"(39.34281308240562, 53.928180663631075)"
24082.88577,2020-12-13 7:23:11,"(39.342644773511964, 53.92770956982751)"
74305.47057,2020-12-15 7:13:09,"(39.342644773511964, 53.92770956982751)"
2795.293613,2020-04-25 17:28:59,"(31.70951060272026, -103.59988024395655)"
6275.68448,2019-02-25 17:33:11,"(31.74162437219215, -103.79384400508162)"
9543.506003,2018-11-22 17:36:29,"(32.30779873152339, -102.09173829610123)"
10416.14511,2018-11-27 17:36:41,"(32.307048592329345, -102.09048828034499)"
17774.75307,2020-11-08 17:25:29,"(32.2711875420976, -102.07592786612871)"
2182.100673,2020-12-06 17:37:21,"(32.65368455972228, -104.1560079203616)"
5596.587785,2018-02-25 17:32:59,"(31.73170553683558, -102.04005310515934)"
23946.87297,2018-05-11 17:29:01,"(31.733556551872223, -102.04210425775447)"
9004.976465,2018-06-27 17:19:01,"(31.732830843912353, -102.04191633084167)"
8383.178373,2018-08-14 17:29:59,"(31.73228533835833, -102.04172267559476)"
5459.006068,2018-08-24 17:28:49,"(31.734277362222784, -102.04208133577886)"
19728.74118,2019-01-26 17:36:11,"(31.7418360662799, -102.0414188686534)"
10678.63534,2019-03-17 17:30:41,"(31.732494922461733, -102.04298202870388)"
36705.92999,2019-09-20 17:20:11,"(31.733912059341222, -102.04188194635998)"
1824.163249,2019-09-20 17:20:11,"(31.745440110150046, -102.04130418704045)"
1607.533202,2020-07-04 17:28:59,"(31.731096396524286, -102.04450161122719)"
5546.538786,2020-07-09 17:29:01,"(31.735834512774307, -102.03886478391244)"
14475.36081,2020-07-11 17:18:59,"(31.73537720818964, -102.0424665043069)"
14769.83397,2020-07-14 17:28:59,"(31.736429033464663, -102.04116698559092)"
11998.51112,2020-07-16 17:19:01,"(31.73195335756276, -102.04257536687774)"
5912.492457,2020-08-05 17:19:01,"(31.735732716022866, -102.04224418930902)"
9254.573021,2020-08-08 17:29:11,"(31.732308866275748, -102.04235306156379)"
4138.252785,2020-08-23 17:28:59,"(31.732348030277723, -102.04403983874751)"
5152.771722,2020-08-28 17:29:01,"(31.74239040833458, -102.04161038236113)"
8942.663016,2020-08-30 17:18:59,"(31.733224569203337, -102.04295695993108)"
12188.92595,2020-09-07 17:29:01,"(31.73393558713833, -102.0425123434369)"
6036.790526,2020-09-24 17:20:51,"(31.73515867125355, -102.04859272585055)"
4442.656677,2021-01-30 6:41:21,"(36.42112692341577, 61.38560240169978)"
5059.787572,2021-03-11 6:37:01,"(36.47632863042101, 61.456338844846634)"
4096.116229,2021-03-16 6:36:29,"(36.47274116721512, 61.4577493454201)"
4768.285218,2021-03-31 6:36:21,"(36.47542454830143, 61.45613354762685)"
2593.830212,2021-04-10 6:36:21,"(36.47343036621188, 61.45528020646154)"
3142.192739,2021-04-15 6:36:19,"(36.46743041593597, 61.45138153155436)"
5064.604722,2021-04-20 6:36:21,"(36.47239222416358, 61.4586491507383)"
2751.884752,2021-05-10 6:36:31,"(36.47292140631828, 61.45774577370165)"
3882.492584,2018-06-23 10:10:29,"(28.446351982006856, 7.4474218727287695)"
6656.645517,2021-01-20 6:42:11,"(36.420473058355256, 61.65263745174637)"
5002.492964,2019-03-17 6:36:29,"(66.46672685159696, 76.84667568278034)"
7808.337047,2019-05-03 6:26:39,"(66.4549445752641, 76.74751403455325)"
9662.068335,2020-08-08 17:29:11,"(31.542074359668685, -103.35696016162966)"
54023.46939,2020-11-03 17:25:11,"(37.61496991412279, -99.39533370382838)"
8767.738309,2019-12-07 17:37:19,"(32.244161608513494, -103.51277121437026)"
3503.632856,2019-07-15 17:29:01,"(31.491583092003086, -103.1104583795319)"
7501.983206,2019-09-03 17:29:01,"(31.491558216108878, -103.10877460748398)"
9599.370611,2019-02-22 17:23:21,"(32.21775424891891, -101.89520723188316)"
10049.71633,2019-08-09 17:29:09,"(32.21792472964033, -101.89563689119706)"
20957.20298,2019-03-07 10:00:29,"(29.897727783921432, 9.202078730332012)"
10941.08346,2019-03-07 10:00:29,"(29.892317374395112, 9.199167821898495)"
6303.001681,2019-03-12 10:00:21,"(29.897908277813464, 9.202079094513083)"
18129.81955,2021-03-09 6:47:19,"(67.82071060846735, 77.05286495567002)"
1345.13455,2021-03-11 6:37:01,"(67.82075816904344, 77.04906944192714)"
12556.23846,2019-08-28 7:06:21,"(39.46515817741653, 53.56975893433779)"
3610.418921,2020-11-30 10:34:11,"(28.483278460297623, 1.5051049975596886)"
10298.99745,2020-12-05 10:34:19,"(28.483470158453713, 1.5061237635570164)"
5209.910215,2021-04-20 6:36:21,"(36.5499723517972, 61.56436446230328)"
4468.196223,2020-07-09 17:29:01,"(31.735825677175672, -102.03886693891832)"
14365.41283,2020-07-11 17:18:59,"(31.7326653327112, -102.04255460454341)"
11278.65702,2020-07-14 17:28:59,"(31.736420197815242, -102.04116914039962)"
10920.13504,2020-07-16 17:19:01,"(31.731944521869636, -102.04257752141525)"
6812.283269,2020-08-08 17:29:11,"(31.736420197815242, -102.04116914039962)"
5661.781867,2020-08-08 17:29:11,"(31.73230003058861, -102.04235521613319)"
3709.752294,2020-08-23 17:28:59,"(31.732154097356478, -102.04383687260245)"
9928.681048,2020-08-30 17:18:59,"(31.732855327995345, -102.04297057169074)"
8516.703499,2020-09-07 17:29:01,"(31.73392675145181, -102.04251449804197)"
4445.878754,2020-09-24 17:20:51,"(31.731944521869636, -102.04257752141525)"
5650.433103,2020-11-16 17:36:21,"(32.23364961247556, -103.91580619951533)"
12378.57446,2019-09-20 17:20:11,"(31.688434787310253, -101.96381745868217)"
4546.435578,2020-07-11 17:18:59,"(31.689510911835463, -101.9635714933115)"
8148.152007,2020-07-14 17:28:59,"(31.685496489957252, -101.9615934142554)"
15228.05858,2020-08-23 17:28:59,"(31.6961283092668, -101.97643247629783)"
10428.93473,2020-08-28 17:29:01,"(31.690216609759673, -101.96291579434136)"
7368.639778,2020-08-30 17:18:59,"(31.685526626928624, -101.96285776784416)"
11279.20941,2020-09-07 17:29:01,"(31.68825961677148, -101.964034062374)"
3519.374288,2020-09-24 17:20:51,"(31.687729083357564, -101.96447313750284)"
4850.930858,2020-09-27 17:31:11,"(31.685681704335394, -101.96179826489454)"
16383.19633,2019-03-15 6:46:31,"(66.26035870999502, 76.78167165104165)"
9637.395872,2019-04-29 6:46:29,"(66.30221631256619, 76.73065811395612)"
1035.765967,2019-09-24 10:20:21,"(31.61515595200644, 5.969946975256112)"
538.751917,2019-09-26 10:10:29,"(31.614099227994913, 5.9688597241545)"
859.7819839,2019-09-29 10:20:29,"(31.61462024084128, 5.969719214996543)"
835.0203444,2019-10-04 10:20:31,"(31.614215713860574, 5.971602962470492)"
2696.848058,2019-10-09 10:20:29,"(31.650098930334455, 5.901277797529368)"
2822.083602,2019-10-11 10:10:31,"(31.65907126302537, 5.9032435220405866)"
6685.450474,2019-10-14 10:20:31,"(31.659412498994197, 5.90409750822192)"
1982.317796,2019-10-19 10:20:29,"(31.655786153610958, 5.897027117675442)"
1761.116318,2019-10-21 10:10:41,"(31.657970791693, 5.904052629708541)"
11210.35234,2019-10-24 10:21:11,"(31.656452272708563, 5.907378720523275)"
609.4340671,2019-10-26 10:10:29,"(31.658525825309656, 5.903437387811298)"
3030.118498,2019-10-31 10:11:41,"(31.6657993073289, 5.908724334691952)"
2424.452769,2019-11-03 10:22:11,"(31.664242146598752, 5.913736220834001)"
2954.540306,2019-11-05 10:11:19,"(31.670744211323175, 5.9133067738480944)"
4610.087375,2019-11-13 10:23:01,"(31.658292821323997, 5.905749366145753)"
5932.169916,2019-11-18 10:22:19,"(31.660075744289774, 5.906648271816453)"
12684.15143,2019-11-20 10:13:21,"(31.66211090000678, 5.9043923624393955)"
6894.290922,2019-11-30 10:14:01,"(31.666404439475333, 5.897989471806893)"
